,origin_school,destination_school,comparison_level,Origin_School_Name,Origin_District,Destination_School_Name,Destination_District,distance_between
468,87,3776,elementary,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,VERNON ELEMENTARY SCHOOL                                                                            ,WASHINGTON  ,16.084647544
469,87,3775,elementary,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,26.553856746199997
470,87,3771,elementary,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,KATE M. SMITH ELEMENTARY SCHOOL                                                                     ,WASHINGTON  ,27.1859175101
471,87,3772,high,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,VERNON HIGH SCHOOL                                                                                  ,WASHINGTON  ,14.7508172892
472,87,3770,high,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,CHIPLEY HIGH SCHOOL                                                                                 ,WASHINGTON  ,26.5346714897
473,94,3772,high,NORTH BAY HAVEN CAREER ACADEMY                                                                      ,BAY         ,VERNON HIGH SCHOOL                                                                                  ,WASHINGTON  ,26.3624622777
474,94,3770,high,NORTH BAY HAVEN CAREER ACADEMY                                                                      ,BAY         ,CHIPLEY HIGH SCHOOL                                                                                 ,WASHINGTON  ,36.4473513016
475,78,3773,middle,MOWAT MIDDLE SCHOOL                                                                                 ,BAY         ,VERNON MIDDLE SCHOOL                                                                                ,WASHINGTON  ,26.9146776846
476,78,3774,middle,MOWAT MIDDLE SCHOOL                                                                                 ,BAY         ,ROULHAC MIDDLE SCHOOL                                                                               ,WASHINGTON  ,37.3494035946
477,87,3773,middle,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,VERNON MIDDLE SCHOOL                                                                                ,WASHINGTON  ,15.3490830889
478,87,3774,middle,DEANE BOZEMAN SCHOOL                                                                                ,BAY         ,ROULHAC MIDDLE SCHOOL                                                                               ,WASHINGTON  ,26.553856746199997
479,106,42,elementary,SOUTHSIDE ELEMENTARY SCHOOL                                                                         ,BRADFORD    ,THE ONE ROOM SCHOOL HOUSE PROJECT                                                                   ,ALACHUA     ,20.8671188817
480,106,30,elementary,SOUTHSIDE ELEMENTARY SCHOOL                                                                         ,BRADFORD    ,FEARNSIDE FAMILY SERVICES CENTER                                                                    ,ALACHUA     ,21.0638617855
